         9712416 function calls (9098865 primitive calls) in 55.903 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\gridspec.py:144(get_grid_positions)
        4    0.000    0.000    0.000    0.000 <frozen genericpath>:65(getmtime)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:2054(__init__)
     38/3    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\ops\function.py:376(_build_map_helper)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        5    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
   136/50    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\re\_parser.py:178(getwidth)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:2640(notify_axes_change)
       20    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:1085(_set_codes)
      432    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_arraysetops_impl.py:131(_unpack_tuple)
     1782    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\profiler\trace.py:121(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:855(_Spacer)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:3551(set_xlabel)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\scipy\stats\_kde.py:482(scotts_factor)
       55    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\data\ops\dataset_ops.py:4609(__init__)
      929    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:246(items)
       68    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
       40    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:1612(transform_path_non_affine)
     1896    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:821(rotation_point)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:3258(update)
     1633    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\series.py:660(_constructor)
      120    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\Image.py:891(load)
       82    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:578(get_strategy_and_replica_context)
      112    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\lines.py:1217(set_markeredgecolor)
      566    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:1275(set_text)
     3752    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\copy.py:172(_deepcopy_atomic)
      632    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:1850(_str_equal)
     1506    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\path.py:211(vertices)
      500    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:626(_is_in_terminal)
        8    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\tkinter\__init__.py:682(destroy)
      154    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:168(__init__)
      124    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\layers\layer.py:750(quantization_mode)
      312    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:1205(set_x)
      102    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\ops.py:3812(_pop_control_dependencies_controller)
      168    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_histograms_impl.py:283(_ravel_and_check_weights)
        6    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:58(_get_running_interactive_framework)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:1758(_get_level_values)
      550    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
      135    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\tensor_shape.py:1271(<genexpr>)
       52    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3360(round)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\ticker.py:2114(set_params)
   1624/3    0.006    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:85(get_read_write_resource_inputs)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\multi.py:2982(get_loc)
       25    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\ml_dtypes\_iinfo.py:32(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\torch\hub.py:392(get_dir)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:694(Union)
       24    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\typing.py:1933(_proto_hook)
      374    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\text.py:1216(set_y)
      768    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:3809(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3400(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\indexes\base.py:5491(_concat)
      252    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:2644(get_matrix)
       82    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
     1173    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\inspect.py:1196(tokeneater)
       12    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:2227(mpl_connect)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       70    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\PIL\Image.py:587(_new)
      209    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
       73    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\common.py:1198(is_bool_dtype)
      128    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:569(_axis_map)
       91    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:41(get_hinting_flag)
      498    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
      404    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:241(is_single_block)
      124    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\backend\common\variables.py:200(_maybe_autocast)
      463    0.000    0.000    0.000    0.000 C:\Users\ompar\anaconda3\Lib\logging\__init__.py:1517(debug)
       14    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\distribute\distribute_lib.py:3982(__enter__)
       28    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:557(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backend_bases.py:2907(_wait_cursor_for_draw_cm)
       22    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\shape_base.py:139(atleast_3d)
       54    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\scipy\_lib\_util.py:275(_asarray_validated)
       16    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axis.py:1169(get_inverted)
       34    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\transforms.py:2751(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\shape_base.py:371(stack)
      165    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\concrete_function.py:1338(name)
       40    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\internals\managers.py:2264(<lambda>)
     1283    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\op_def_library.py:744(_CheckAllInputsUsed)
       17    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\algorithms.py:280(_check_object_for_strings)
     1285    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\fromnumeric.py:3063(_prod_dispatcher)
       28    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:481(signature)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\backends\_backend_tk.py:584(destroy)
       36    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\cbook.py:133(_weak_or_strong_ref)
       82    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\patches.py:501(set_capstyle)
        4    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
      652    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\lexer.py:342(__bool__)
       30    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\nodes.py:887(as_const)
       20    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\_core\arrayprint.py:64(_make_options_dict)
       54    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
       70    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\keras\src\models\functional.py:187(compute_output_spec)
      625    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\framework\func_graph.py:96(<genexpr>)
       96    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\seaborn\distributions.py:121(data_variable)
       94    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
      200    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\parsers\base_parser.py:893(_check_data_length)
       18    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\markers.py:776(_set_tickdown)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\base.py:231(get_params)
  304/252    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\jinja2\compiler.py:125(has_safe_repr)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\matplotlib\axes\_base.py:1204(_gen_axes_patch)
      250    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\pandas\io\formats\format.py:550(_initialize_columns)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\sklearn\utils\_array_api.py:781(_nanmax)
        3    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\tensorflow\python\eager\polymorphic_function\autograph_util.py:23(py_func_from_autograph)
        2    0.000    0.000    0.000    0.000 C:\Users\ompar\Downloads\ISEF\fibromyalgia-diagnostic-tool\cleaned-repo\gan-cnn-project\venv\Lib\site-packages\numpy\lib\_nanfunctions_impl.py:253(nanmin)
